Date,Close,High,Low,Open,Volume,Ticker,Category
2022-08-22,17.006641387939453,17.529799937560014,16.93874981335424,17.4619083629748,409593000,NVDA,Stock
2022-08-23,17.153400421142578,17.436944603324772,16.942738927006292,16.961709411115542,369986000,NVDA,Stock
2022-08-24,17.1943359375,17.37804038834426,16.867861541977685,16.98467227619529,522661000,NVDA,Stock
2022-08-25,17.88422393798828,17.918169715102525,16.805958969898168,16.816940979132873,770691000,NVDA,Stock
2022-08-26,16.2338809967041,17.895207590473877,16.210917226715885,17.828315779513094,769127000,NVDA,Stock
2022-08-29,15.775617599487305,16.31175468886111,15.741672771666877,15.994266622399852,496132000,NVDA,Stock
2022-08-30,15.443153381347656,16.013235302076197,15.157612546233274,15.934362683647725,530181000,NVDA,Stock
2022-08-31,15.06975269317627,15.515036332831574,14.934969330165726,15.35928679586059,573710000,NVDA,Stock
2022-09-01,13.914612770080566,14.356901003294752,13.248684378970617,14.186175206862451,1178865000,NVDA,Stock
2022-09-02,13.625078201293945,14.14823567963121,13.569167449536392,14.077350584914733,743157000,NVDA,Stock
2022-09-06,13.44336986541748,13.75686558272209,13.329552676036796,13.708942355163417,535751000,NVDA,Stock
2022-09-07,13.696038246154785,13.81987638945072,13.328520192699564,13.545235991042178,512657000,NVDA,Stock
2022-09-08,13.971677780151367,13.989654808399921,13.351491735146373,13.44137306668779,624873000,NVDA,Stock
2022-09-09,14.368157386779785,14.455043335947318,14.107499539277185,14.1384581232082,486612000,NVDA,Stock
2022-09-12,14.486004829406738,14.527949644682035,14.179406706797371,14.35018325067947,484159000,NVDA,Stock
2022-09-13,13.113804817199707,13.903769386262226,13.081847131926162,13.783926637848186,714956000,NVDA,Stock
2022-09-14,13.110807418823242,13.272594961389391,12.896088837173366,13.23664185667735,588507000,NVDA,Stock
2022-09-15,12.912067413330078,13.215669180142505,12.773249515880076,12.99795522520399,523625000,NVDA,Stock
2022-09-16,13.180716514587402,13.19469811993345,12.600477035450059,12.72531334171146,670751000,NVDA,Stock
2022-09-19,13.364472389221191,13.445366624043894,12.99295988934138,12.994957124997153,569685000,NVDA,Stock
2022-09-20,13.158743858337402,13.46534195963584,13.039900223317943,13.19769329297533,524818000,NVDA,Stock
2022-09-21,13.243633270263672,14.012625346801554,13.092830994775037,13.195696747526322,807679000,NVDA,Stock
2022-09-22,12.544549942016602,13.131780192367279,12.41172469834498,13.052883178633808,759162000,NVDA,Stock
2022-09-23,12.49960708618164,12.594482927543599,12.24094648413454,12.403733103156807,663309000,NVDA,Stock
2022-09-26,12.211986541748047,12.642422835414386,12.198004936367159,12.47464261841831,547343000,NVDA,Stock
